Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Heat input / kJ mm^{-1},Interpass temperature,Post weld heat treatment temperature,Post weld heat treatment time / hours,Charpy temperature,Charpy impact toughness / J,Electrode Positive,Electrode Negative,Type of weld_FCA,Type of weld_GMAA,Type of weld_GTAA,Type of weld_MMA,Type of weld_NGGMA,Type of weld_NGSAW,Type of weld_SA,Type of weld_SAA,Type of weld_TSA,Group_Alekseev&,Group_Birmingham,Group_Blond&,Group_Chandel&,Group_Cunh,Group_Ditt,Group_EPRI,Group_Es,Group_EvHtIp1979,Group_Evans,Group_EvansLetter,Group_Ga&K,Group_Gar&K,Group_Hunt&,Group_Icici&,Group_Inag&,Group_JorgeEtAl,Group_Kik,Group_Kluket,Group_KocakPEv,Group_KocakPREv,Group_Mart,Group_Natsume,Group_PakSven,Group_PantK,Group_Pat,Group_RC81033,Group_RaiterGonzal,Group_Stil,Group_SurianEtAl,Group_SvenGret,Group_Sw&Rog,Group_Wats,Group_p-RR82011
0.1,0.19,0.53,0.007,0.007,0.2,2.7,1.03,0.0,0.0,0.0,0.0,220.0,0.0,0,150.0,0,0,0.0,0.0,0.0,500.0,32.0,1.0,2.0,250.0,690.0,10.0,-40.0,157.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.19,0.53,0.007,0.007,0.2,2.7,1.03,0.0,0.0,0.0,0.0,220.0,0.0,0,150.0,0,0,0.0,0.0,0.0,500.0,32.0,1.0,2.0,250.0,690.0,10.0,-60.0,53.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09,0.24,0.68,0.013,0.006,0.2,2.22,1.03,0.0,0.0,0.0,0.0,520.0,0.0,0,100.0,0,0,0.0,0.0,0.0,500.0,30.0,1.0,3.6,200.0,690.0,10.0,27.0,144.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09,0.24,0.68,0.013,0.006,0.2,2.22,1.03,0.0,0.0,0.0,0.0,520.0,0.0,0,100.0,0,0,0.0,0.0,0.0,500.0,30.0,1.0,3.6,200.0,690.0,10.0,2.0,127.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09,0.24,0.68,0.013,0.006,0.2,2.22,1.03,0.0,0.0,0.0,0.0,520.0,0.0,0,100.0,0,0,0.0,0.0,0.0,500.0,30.0,1.0,3.6,200.0,690.0,10.0,-20.0,111.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09,0.24,0.68,0.013,0.006,0.2,2.22,1.03,0.0,0.0,0.0,0.0,520.0,0.0,0,100.0,0,0,0.0,0.0,0.0,500.0,30.0,1.0,3.6,200.0,690.0,10.0,-40.0,81.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09,0.24,0.68,0.013,0.006,0.2,2.22,1.03,0.0,0.0,0.0,0.0,520.0,0.0,0,100.0,0,0,0.0,0.0,0.0,500.0,30.0,1.0,3.6,200.0,690.0,10.0,-60.0,36.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11,0.14,0.73,0.002,0.005,0.0,2.3,1.03,0.27,0.0,0.0,0.0,254.0,0.0,26,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-40.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11,0.14,0.73,0.002,0.005,0.0,2.3,1.03,0.27,0.0,0.0,0.0,254.0,0.0,26,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-40.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11,0.14,0.73,0.002,0.005,0.0,2.3,1.03,0.27,0.0,0.0,0.0,254.0,0.0,26,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-40.0,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11,0.14,0.73,0.002,0.005,0.0,2.3,1.03,0.27,0.0,0.0,0.0,254.0,0.0,26,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-20.0,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11,0.14,0.73,0.002,0.005,0.0,2.3,1.03,0.27,0.0,0.0,0.0,254.0,0.0,26,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-20.0,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11,0.14,0.73,0.002,0.005,0.0,2.3,1.03,0.27,0.0,0.0,0.0,254.0,0.0,26,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-20.0,22.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12,0.14,1.03,0.002,0.006,0.0,2.3,1.03,0.27,0.0,0.0,0.0,166.0,0.0,22,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-40.0,37.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12,0.14,1.03,0.002,0.006,0.0,2.3,1.03,0.27,0.0,0.0,0.0,166.0,0.0,22,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-40.0,53.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12,0.14,1.03,0.002,0.006,0.0,2.3,1.03,0.27,0.0,0.0,0.0,166.0,0.0,22,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-20.0,96.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12,0.14,1.03,0.002,0.006,0.0,2.3,1.03,0.27,0.0,0.0,0.0,166.0,0.0,22,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-20.0,149.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12,0.14,1.03,0.002,0.006,0.0,2.3,1.03,0.27,0.0,0.0,0.0,166.0,0.0,22,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-20.0,172.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14,0.18,0.75,0.002,0.005,0.0,2.3,1.01,0.27,0.0,0.0,0.0,256.0,0.0,21,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-40.0,24.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14,0.18,0.75,0.002,0.005,0.0,2.3,1.01,0.27,0.0,0.0,0.0,256.0,0.0,21,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-40.0,37.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14,0.18,0.75,0.002,0.005,0.0,2.3,1.01,0.27,0.0,0.0,0.0,256.0,0.0,21,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-40.0,52.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14,0.18,0.75,0.002,0.005,0.0,2.3,1.01,0.27,0.0,0.0,0.0,256.0,0.0,21,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-20.0,37.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14,0.18,0.75,0.002,0.005,0.0,2.3,1.01,0.27,0.0,0.0,0.0,256.0,0.0,21,0.0,0,200,0.0,0.0,0.0,500.0,29.0,0.0,2.9,200.0,690.0,8.0,-20.0,80.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,0.0,0.105,0.0,0.0,480.0,0.0,86,0.0,0,0,60.0,150.0,5.0,170.0,21.0,1.0,2.4,100.0,550.0,1.83,-40.0,96.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,0.0,0.105,0.0,0.0,480.0,0.0,86,0.0,0,0,60.0,150.0,5.0,170.0,21.0,1.0,2.4,100.0,550.0,1.83,-79.0,40.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,0.0,0.035,0.0,0.0,660.0,0.0,66,0.0,0,0,40.0,70.0,4.0,170.0,21.0,1.0,2.4,175.0,690.0,2.33,0.0,118.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,0.0,0.035,0.0,0.0,660.0,0.0,66,0.0,0,0,40.0,70.0,4.0,170.0,21.0,1.0,2.4,175.0,690.0,2.33,-50.0,40.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,0.0,0.128,0.0,0.0,350.0,0.0,97,0.0,0,0,140.0,160.0,15.0,170.0,21.0,1.0,2.4,125.0,605.0,1.92,-10.0,80.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,0.0,0.128,0.0,0.0,350.0,0.0,97,0.0,0,0,140.0,160.0,15.0,170.0,21.0,1.0,2.4,125.0,605.0,1.92,-43.0,40.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97,0.0,0,0,0.009,0.01,0.008,300.0,28.0,1.0,2.04,150.0,690.0,10.0,-80.0,9.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97,0.0,0,0,0.009,0.01,0.008,300.0,28.0,1.0,2.04,150.0,690.0,10.0,-70.0,9.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97,0.0,0,0,0.009,0.01,0.008,300.0,28.0,1.0,2.04,150.0,690.0,10.0,-60.0,9.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97,0.0,0,0,0.009,0.01,0.008,300.0,28.0,1.0,2.04,150.0,690.0,10.0,-40.0,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97,0.0,0,0,0.009,0.01,0.008,300.0,28.0,1.0,2.04,150.0,690.0,10.0,-30.0,28.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97,0.0,0,0,0.009,0.01,0.008,300.0,28.0,1.0,2.04,150.0,690.0,10.0,-20.0,43.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97,0.0,0,0,0.009,0.01,0.008,300.0,28.0,1.0,2.04,150.0,690.0,10.0,0.0,117.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97,0.0,0,0,0.009,0.01,0.008,300.0,28.0,1.0,2.04,150.0,690.0,10.0,20.0,179.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97,0.0,0,0,0.009,0.01,0.008,300.0,28.0,1.0,2.04,150.0,690.0,10.0,40.0,204.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97,0.0,0,0,0.009,0.01,0.008,300.0,28.0,1.0,2.04,150.0,690.0,10.0,60.0,210.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97,0.0,0,0,0.009,0.01,0.008,300.0,28.0,1.0,2.04,150.0,690.0,10.0,70.0,210.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266,0.0,0,0,0.008,0.03,0.008,300.0,28.0,1.0,1.96,150.0,690.0,10.0,-70.0,6.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266,0.0,0,0,0.008,0.03,0.008,300.0,28.0,1.0,1.96,150.0,690.0,10.0,-60.0,6.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266,0.0,0,0,0.008,0.03,0.008,300.0,28.0,1.0,1.96,150.0,690.0,10.0,-40.0,15.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266,0.0,0,0,0.008,0.03,0.008,300.0,28.0,1.0,1.96,150.0,690.0,10.0,-20.0,68.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266,0.0,0,0,0.008,0.03,0.008,300.0,28.0,1.0,1.96,150.0,690.0,10.0,0.0,120.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266,0.0,0,0,0.008,0.03,0.008,300.0,28.0,1.0,1.96,150.0,690.0,10.0,20.0,151.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266,0.0,0,0,0.008,0.03,0.008,300.0,28.0,1.0,1.96,150.0,690.0,10.0,40.0,160.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266,0.0,0,0,0.008,0.03,0.008,300.0,28.0,1.0,1.96,150.0,690.0,10.0,60.0,164.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123,0.0,0,0,0.008,0.008,0.008,300.0,20.0,1.0,2.08,150.0,690.0,10.0,-70.0,3.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123,0.0,0,0,0.008,0.008,0.008,300.0,20.0,1.0,2.08,150.0,690.0,10.0,-60.0,3.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123,0.0,0,0,0.008,0.008,0.008,300.0,20.0,1.0,2.08,150.0,690.0,10.0,-20.0,9.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123,0.0,0,0,0.008,0.008,0.008,300.0,20.0,1.0,2.08,150.0,690.0,10.0,0.0,12.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123,0.0,0,0,0.008,0.008,0.008,300.0,20.0,1.0,2.08,150.0,690.0,10.0,10.0,43.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123,0.0,0,0,0.008,0.008,0.008,300.0,20.0,1.0,2.08,150.0,690.0,10.0,20.0,65.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123,0.0,0,0,0.008,0.008,0.008,300.0,20.0,1.0,2.08,150.0,690.0,10.0,30.0,65.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236,0.0,0,0,0.008,0.016,0.008,300.0,28.0,1.0,1.96,150.0,690.0,10.0,-80.0,6.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236,0.0,0,0,0.008,0.016,0.008,300.0,28.0,1.0,1.96,150.0,690.0,10.0,-70.0,6.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236,0.0,0,0,0.008,0.016,0.008,300.0,28.0,1.0,1.96,150.0,690.0,10.0,-60.0,12.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236,0.0,0,0,0.008,0.016,0.008,300.0,28.0,1.0,1.96,150.0,690.0,10.0,-40.0,49.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
