,Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Oxygen concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Niobium concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Heat input / kJ mm^{-1},Interpass temperature / °C,Type of weld,Post weld heat treatment temperature / °C,Post weld heat treatment time / hours,Yield strength / MPa,Weld ID,Electrode Positive,Electrode Negative
232,0.073,0.39,1.55,0.012,0.018,0.0,0.0,0.0,0.0,0.0,463.0,72.0,0.0,650.0,30.0,1.0,2.925,250,SA,200.0,1.0,435.0,p26-RR82011,1,0
233,0.073,0.39,1.55,0.012,0.018,0.0,0.0,0.0,0.0,0.0,463.0,72.0,0.0,650.0,30.0,1.0,2.925,250,SA,200.0,1.0,441.0,p26-RR82011,1,0
234,0.068,0.9,1.2,0.016,0.024,0.0,0.0,0.0,0.0,0.0,789.0,27.0,0.0,450.0,30.0,1.0,2.025,250,SA,200.0,1.0,473.0,p28-RR82011,1,0
235,0.068,0.9,1.2,0.016,0.024,0.0,0.0,0.0,0.0,0.0,789.0,27.0,0.0,450.0,30.0,1.0,2.025,250,SA,200.0,1.0,490.0,p28-RR82011,1,0
236,0.066,0.8,1.12,0.017,0.021,0.0,0.0,0.0,0.0,0.0,774.0,26.0,0.0,550.0,30.0,1.0,2.475,250,SA,200.0,1.0,469.0,p29-RR82011,1,0
237,0.066,0.8,1.12,0.017,0.021,0.0,0.0,0.0,0.0,0.0,774.0,26.0,0.0,550.0,30.0,1.0,2.475,250,SA,200.0,1.0,455.0,p29-RR82011,1,0
238,0.06,0.68,1.0,0.016,0.017,0.0,0.0,0.0,0.0,0.0,821.0,27.0,0.0,650.0,30.0,1.0,2.925,250,SA,200.0,1.0,449.0,p30-RR82011,1,0
239,0.06,0.68,1.0,0.016,0.017,0.0,0.0,0.0,0.0,0.0,821.0,27.0,0.0,650.0,30.0,1.0,2.925,250,SA,200.0,1.0,453.0,p30-RR82011,1,0
240,0.07,1.14,1.45,0.015,0.027,0.0,0.0,0.0,0.0,0.0,699.0,37.0,0.0,450.0,30.0,1.0,2.025,250,SA,200.0,1.0,530.0,p31-RR82011,1,0
241,0.07,1.14,1.45,0.015,0.027,0.0,0.0,0.0,0.0,0.0,699.0,37.0,0.0,450.0,30.0,1.0,2.025,250,SA,200.0,1.0,530.0,p31-RR82011,1,0
242,0.064,0.95,1.33,0.013,0.024,0.0,0.0,0.0,0.0,0.0,765.0,42.0,0.0,550.0,30.0,1.0,2.475,250,SA,200.0,1.0,516.0,p32-RR82011,1,0
243,0.064,0.95,1.33,0.013,0.024,0.0,0.0,0.0,0.0,0.0,765.0,42.0,0.0,550.0,30.0,1.0,2.475,250,SA,200.0,1.0,516.0,p32-RR82011,1,0
244,0.073,0.76,1.14,0.015,0.018,0.0,0.0,0.0,0.0,0.0,711.0,46.0,0.0,650.0,30.0,1.0,2.925,250,SA,200.0,1.0,481.0,p33-RR82011,1,0
245,0.073,0.76,1.14,0.015,0.018,0.0,0.0,0.0,0.0,0.0,711.0,46.0,0.0,650.0,30.0,1.0,2.925,250,SA,200.0,1.0,479.0,p33-RR82011,1,0
246,0.072,1.08,1.71,0.015,0.028,0.0,0.0,0.0,0.0,0.0,609.0,65.0,0.0,450.0,30.0,1.0,2.025,250,SA,200.0,1.0,592.0,p34-RR82011,1,0
247,0.072,1.08,1.71,0.015,0.028,0.0,0.0,0.0,0.0,0.0,609.0,65.0,0.0,450.0,30.0,1.0,2.025,250,SA,200.0,1.0,584.0,p34-RR82011,1,0
248,0.071,0.84,1.53,0.012,0.022,0.0,0.0,0.0,0.0,0.0,720.0,72.0,0.0,550.0,30.0,1.0,2.475,250,SA,200.0,1.0,560.0,p35-RR82011,1,0
249,0.071,0.84,1.53,0.012,0.022,0.0,0.0,0.0,0.0,0.0,720.0,72.0,0.0,550.0,30.0,1.0,2.475,250,SA,200.0,1.0,577.0,p35-RR82011,1,0
250,0.077,0.64,1.43,0.013,0.017,0.0,0.0,0.0,0.0,0.0,646.0,75.0,0.0,650.0,30.0,1.0,2.925,250,SA,200.0,1.0,516.0,p36-RR82011,1,0
251,0.077,0.64,1.43,0.013,0.017,0.0,0.0,0.0,0.0,0.0,646.0,75.0,0.0,650.0,30.0,1.0,2.925,250,SA,200.0,1.0,520.0,p36-RR82011,1,0
252,0.088,0.39,0.89,0.008,0.017,0.57,8.2,0.96,0.18,0.14989898989898992,361.0,373.0,500.0,450.0,30.0,1.0,2.0,200,SA,760.0,2.0,830.0,Birmingham-MAX31,1,0
253,0.088,0.38,0.55,0.008,0.017,0.52,8.6,0.98,0.19,0.14989898989898992,363.0,376.0,500.0,450.0,30.0,1.0,2.0,200,SA,760.0,2.0,830.0,Birmingham-MAX32,1,0
254,0.098,0.39,1.63,0.008,0.017,0.79,8.6,0.98,0.2,0.14989898989898992,330.0,390.0,500.0,450.0,30.0,1.0,2.0,200,SA,760.0,2.0,825.0,Birmingham-MAX33,1,0
255,0.1,0.36,0.93,0.008,0.016,0.23,8.9,1.02,0.2,0.14989898989898992,372.0,416.0,500.0,450.0,30.0,1.0,2.0,200,SA,760.0,2.0,734.0,Birmingham-MAX34,1,0
256,0.1,0.35,0.9,0.008,0.016,0.6,8.6,0.98,0.18,0.14989898989898992,368.0,398.0,50.0,450.0,30.0,1.0,2.0,200,SA,760.0,2.0,834.0,Birmingham-MAX35,1,0
257,0.088,0.36,0.88,0.008,0.017,0.57,8.4,0.94,0.19,0.14989898989898992,441.0,394.0,1000.0,450.0,30.0,1.0,2.0,200,SA,760.0,2.0,822.0,Birmingham-MAX36,1,0
258,0.09,0.34,0.89,0.008,0.016,0.17,8.2,0.94,0.02,0.14989898989898992,396.0,96.0,50.0,450.0,30.0,1.0,2.0,200,SA,760.0,2.0,660.0,Birmingham-MAX37,1,0
259,0.092,0.35,0.9,0.008,0.016,0.54,8.4,0.97,0.17,0.14989898989898992,426.0,99.0,500.0,450.0,30.0,1.0,2.0,200,SA,760.0,2.0,832.0,Birmingham-MAX38,1,0
260,0.18,0.39,0.88,0.008,0.017,0.18,10.2,0.94,0.28,0.14989898989898992,327.0,103.0,50.0,450.0,30.0,1.0,2.0,200,SA,760.0,2.0,527.2936585365853,Birmingham-MAX39,1,0
