,Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Electrode positive or negative,Heat input / kJ mm^{-1},Interpass temperature / °C,Type of weld,Post weld heat treatment temperature / °C,Post weld heat treatment time / hours,Yield strength / MPa,Ultimate tensile strength / MPa,Elongation / %,Reduction of Area / %,Charpy temperature / °C,Charpy impact toughness / J,Hardness / kg mm^{-2},50% FATT,Weld ID,Nitrogen residual concentration,Hardness scale
1515,0.076,0.28,0.64,0.008,0.008,0.0,2.1,0.0,0.0005,0.0,,,492.0,8.0,81.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,26.0,100.0,,,EvansLetter-Ao+2Crch1,,
1516,0.076,0.28,0.64,0.008,0.008,0.0,2.1,0.0,0.0005,0.0,,,492.0,8.0,81.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-40.0,28.0,,,EvansLetter-Ao+2Crch2,,
1517,0.068,0.28,0.62,0.008,0.007,0.0,0.0,0.0,0.0005,0.5,,,477.0,5.0,73.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,391.0,468.0,29.4,77.0,,,,,EvansLetter-Ao+.5Cu,,
1518,0.068,0.28,0.62,0.008,0.007,0.0,0.0,0.0,0.0005,0.5,,,477.0,5.0,73.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-63.0,100.0,,,EvansLetter-Ao+.5Cuch1,,
1519,0.068,0.28,0.62,0.008,0.007,0.0,0.0,0.0,0.0005,0.5,,,477.0,5.0,73.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-86.0,28.0,,,EvansLetter-Ao+.5Cuch2,,
1520,0.065,0.3,0.62,0.007,0.009,0.0,0.0,0.0,0.0005,1.03,,,519.0,4.0,72.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,439.0,509.0,31.6,78.9,,,,,EvansLetter-Ao+1Cu,,
1521,0.065,0.3,0.62,0.007,0.009,0.0,0.0,0.0,0.0005,1.03,,,519.0,4.0,72.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-54.0,100.0,,,EvansLetter-Ao+1Cuch1,,
1522,0.065,0.3,0.62,0.007,0.009,0.0,0.0,0.0,0.0005,1.03,,,519.0,4.0,72.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-87.0,28.0,,,EvansLetter-Ao+1Cuch2,,
1523,0.064,0.32,0.64,0.007,0.008,0.0,0.0,0.0,0.0005,1.6,,,498.0,4.0,60.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,504.0,565.0,26.6,73.0,,,,,EvansLetter-Ao+1.6Cu,,
1524,0.064,0.32,0.64,0.007,0.008,0.0,0.0,0.0,0.0005,1.6,,,498.0,4.0,60.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-24.0,100.0,,,EvansLetter-Ao+1.6Cuch1,,
1525,0.064,0.32,0.64,0.007,0.008,0.0,0.0,0.0,0.0005,1.6,,,498.0,4.0,60.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-70.0,28.0,,,EvansLetter-Ao+1.6Cuch2,,
1526,0.073,0.35,0.64,0.005,0.004,0.0,0.0,0.0,0.0005,0.0,,,428.0,38.0,77.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,402.0,494.0,33.3,77.5,,,,,EvansLetter-A+,,
1527,0.073,0.35,0.64,0.005,0.004,0.0,0.0,0.0,0.0005,0.0,,,428.0,38.0,77.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-45.0,100.0,,,EvansLetter-A+ch1,,
1528,0.073,0.35,0.64,0.005,0.004,0.0,0.0,0.0,0.0005,0.0,,,428.0,38.0,77.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-70.0,28.0,,,EvansLetter-A+ch2,,
1529,0.063,0.31,0.65,0.006,0.009,0.88,0.0,0.0,0.0005,0.0,,,472.0,38.0,85.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,423.0,501.0,31.8,77.0,,,,,EvansLetter-A+1Ni,,
1530,0.063,0.31,0.65,0.006,0.009,0.88,0.0,0.0,0.0005,0.0,,,472.0,38.0,85.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-63.0,100.0,,,EvansLetter-A+1Nich1,,
1531,0.063,0.31,0.65,0.006,0.009,0.88,0.0,0.0,0.0005,0.0,,,472.0,38.0,85.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-88.0,28.0,,,EvansLetter-A+1Nich2,,
1532,0.064,0.27,0.61,0.007,0.007,2.17,0.0,0.0,0.0005,0.0,,,454.0,32.0,91.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,461.0,537.0,28.0,78.9,,,,,EvansLetter-A+2Ni,,
1533,0.064,0.27,0.61,0.007,0.007,2.17,0.0,0.0,0.0005,0.0,,,454.0,32.0,91.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-83.0,100.0,,,EvansLetter-A+2Nich1,,
1534,0.064,0.27,0.61,0.007,0.007,2.17,0.0,0.0,0.0005,0.0,,,454.0,32.0,91.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-113.0,28.0,,,EvansLetter-A+2Nich2,,
1535,0.067,0.3,0.65,0.007,0.007,3.03,0.0,0.0,0.0005,0.0,,,460.0,36.0,72.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,477.0,557.0,29.4,78.0,,,,,EvansLetter-A+3Ni,,
1536,0.067,0.3,0.65,0.007,0.007,3.03,0.0,0.0,0.0005,0.0,,,460.0,36.0,72.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-85.0,100.0,,,EvansLetter-A+3Nich1,,
1537,0.067,0.3,0.65,0.007,0.007,3.03,0.0,0.0,0.0005,0.0,,,460.0,36.0,72.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-114.0,28.0,,,EvansLetter-A+3Nich2,,
1538,0.069,0.33,0.68,0.006,0.008,0.0,0.0,0.24,0.0005,0.0,,,395.0,36.0,67.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,436.0,519.0,24.6,78.6,,,,,EvansLetter-A+.25Mo,,
1539,0.069,0.33,0.68,0.006,0.008,0.0,0.0,0.24,0.0005,0.0,,,395.0,36.0,67.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-58.0,100.0,,,EvansLetter-A+.25Moch1,,
1540,0.069,0.33,0.68,0.006,0.008,0.0,0.0,0.24,0.0005,0.0,,,395.0,36.0,67.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-82.0,28.0,,,EvansLetter-A+.25Moch2,,
1541,0.073,0.34,0.66,0.007,0.007,0.0,0.0,0.5,0.0005,0.0,,,433.0,42.0,70.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,483.0,565.0,27.2,78.0,,,,,EvansLetter-A+.5Mo,,
1542,0.073,0.34,0.66,0.007,0.007,0.0,0.0,0.5,0.0005,0.0,,,433.0,42.0,70.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-48.0,100.0,,,EvansLetter-A+.5Moch1,,
1543,0.073,0.34,0.66,0.007,0.007,0.0,0.0,0.5,0.0005,0.0,,,433.0,42.0,70.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-65.0,28.0,,,EvansLetter-A+.5Moch2,,
1544,0.072,0.32,0.66,0.007,0.007,0.0,0.0,1.03,0.0005,0.0,,,411.0,40.0,76.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,565.0,644.0,23.6,76.0,,,,,EvansLetter-A+1Mo,,
1545,0.072,0.32,0.66,0.007,0.007,0.0,0.0,1.03,0.0005,0.0,,,411.0,40.0,76.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-33.0,100.0,,,EvansLetter-A+1Moch1,,
1546,0.072,0.32,0.66,0.007,0.007,0.0,0.0,1.03,0.0005,0.0,,,411.0,40.0,76.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-66.0,28.0,,,EvansLetter-A+1Moch2,,
1547,0.077,0.32,0.66,0.008,0.01,0.0,1.03,0.0,0.0005,0.0,,,457.0,34.0,75.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,490.0,558.0,21.0,77.9,,,,,EvansLetter-A+1Cr,,
1548,0.077,0.32,0.66,0.008,0.01,0.0,1.03,0.0,0.0005,0.0,,,457.0,34.0,75.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-35.0,100.0,,,EvansLetter-A+1Crch1,,
1549,0.077,0.32,0.66,0.008,0.01,0.0,1.03,0.0,0.0005,0.0,,,457.0,34.0,75.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-54.0,28.0,,,EvansLetter-A+1Crch2,,
1550,0.078,0.26,0.62,0.007,0.005,0.0,1.6,0.0,0.0005,0.0,,,472.0,29.0,100.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,509.0,596.0,17.0,74.0,,,,,EvansLetter-A+1.5Cr,,
1551,0.078,0.26,0.62,0.007,0.005,0.0,1.6,0.0,0.0005,0.0,,,472.0,29.0,100.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-8.0,100.0,,,EvansLetter-A+1.5Crch1,,
1552,0.078,0.26,0.62,0.007,0.005,0.0,1.6,0.0,0.0005,0.0,,,472.0,29.0,100.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-35.0,28.0,,,EvansLetter-A+1.5Crch2,,
1553,0.078,0.28,0.64,0.008,0.007,0.0,2.15,0.0,0.0005,0.0,,,482.0,42.0,95.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,598.0,685.0,18.0,68.6,,,,,EvansLetter-A+2Cr,,
1554,0.078,0.28,0.64,0.008,0.007,0.0,2.15,0.0,0.0005,0.0,,,482.0,42.0,95.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,8.0,100.0,,,EvansLetter-A+2Crch1,,
1555,0.078,0.28,0.64,0.008,0.007,0.0,2.15,0.0,0.0005,0.0,,,482.0,42.0,95.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-33.0,28.0,,,EvansLetter-A+2Crch2,,
1556,0.063,0.3,0.64,0.008,0.008,0.0,0.0,0.0,0.0005,0.53,,,453.0,43.0,74.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,417.0,498.0,29.2,78.9,,,,,EvansLetter-A+0.5Cu,,
1557,0.063,0.3,0.64,0.008,0.008,0.0,0.0,0.0,0.0005,0.53,,,453.0,43.0,74.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-62.0,100.0,,,EvansLetter-A+0.5Cuch1,,
1558,0.063,0.3,0.64,0.008,0.008,0.0,0.0,0.0,0.0005,0.53,,,453.0,43.0,74.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-94.0,28.0,,,EvansLetter-A+0.5Cuch2,,
1559,0.064,0.3,0.63,0.007,0.007,0.0,0.0,0.0,0.0005,1.05,,,456.0,42.0,65.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,429.0,497.0,26.6,77.0,,,,,EvansLetter-A+1Cu,,
1560,0.064,0.3,0.63,0.007,0.007,0.0,0.0,0.0,0.0005,1.05,,,456.0,42.0,65.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-58.0,100.0,,,EvansLetter-A+1Cuch1,,
1561,0.064,0.3,0.63,0.007,0.007,0.0,0.0,0.0,0.0005,1.05,,,456.0,42.0,65.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-94.0,28.0,,,EvansLetter-A+1Cuch2,,
1562,0.066,0.37,0.67,0.006,0.008,0.0,0.0,0.0,0.0005,1.44,,,453.0,51.0,55.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,516.0,568.0,28.8,75.0,,,,,EvansLetter-A+1.5Cu,,
1563,0.066,0.37,0.67,0.006,0.008,0.0,0.0,0.0,0.0005,1.44,,,453.0,51.0,55.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-43.0,100.0,,,EvansLetter-A+1.5Cuch1,,
1564,0.066,0.37,0.67,0.006,0.008,0.0,0.0,0.0,0.0005,1.44,,,453.0,51.0,55.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-77.0,28.0,,,EvansLetter-A+1.5Cuch2,,
1565,0.078,0.26,1.43,0.006,0.006,0.0,0.0,0.0,0.0005,0.0,,,481.0,5.0,86.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,434.0,526.0,29.2,78.0,,,,,EvansLetterCo+,,
1566,0.078,0.26,1.43,0.006,0.006,0.0,0.0,0.0,0.0005,0.0,,,481.0,5.0,86.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-18.0,100.0,,,EvansLetterCo+ch1,,
1567,0.078,0.26,1.43,0.006,0.006,0.0,0.0,0.0,0.0005,0.0,,,481.0,5.0,86.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-43.0,28.0,,,EvansLetterCo+ch2,,
1568,0.073,0.28,1.39,0.007,0.007,0.95,0.0,0.0,0.0005,0.0,,,454.0,5.0,76.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,470.0,550.0,26.0,78.0,,,,,EvansLetterCo+1Ni,,
1569,0.073,0.28,1.39,0.007,0.007,0.95,0.0,0.0,0.0005,0.0,,,454.0,5.0,76.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-13.0,100.0,,,EvansLetterCo+1Nich1,,
1570,0.073,0.28,1.39,0.007,0.007,0.95,0.0,0.0,0.0005,0.0,,,454.0,5.0,76.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-48.0,28.0,,,EvansLetterCo+1Nich2,,
1571,0.071,0.26,1.48,0.007,0.012,2.28,0.0,0.0,0.0005,0.0,,,460.0,5.0,87.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,512.0,605.0,21.7,75.0,,,,,EvansLetterCo+2Ni,,
1572,0.071,0.26,1.48,0.007,0.012,2.28,0.0,0.0,0.0005,0.0,,,460.0,5.0,87.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-20.0,100.0,,,EvansLetterCo+2Nich1,,
1573,0.071,0.26,1.48,0.007,0.012,2.28,0.0,0.0,0.0005,0.0,,,460.0,5.0,87.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-61.0,28.0,,,EvansLetterCo+2Nich2,,
1574,0.073,0.24,1.43,0.008,0.006,3.12,0.0,0.0,0.0005,0.0,,,460.0,5.0,77.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,573.0,666.0,16.0,70.8,,,,,EvansLetterCo+3Ni,,
1575,0.073,0.24,1.43,0.008,0.006,3.12,0.0,0.0,0.0005,0.0,,,460.0,5.0,77.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-12.0,100.0,,,EvansLetterCo+3Nich1,,
1576,0.073,0.24,1.43,0.008,0.006,3.12,0.0,0.0,0.0005,0.0,,,460.0,5.0,77.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-64.0,28.0,,,EvansLetterCo+3Nich2,,
1577,0.076,0.28,1.53,0.008,0.006,0.0,0.0,0.25,0.0005,0.0,,,444.0,5.0,84.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,474.0,570.0,20.4,77.0,,,,,EvansLetterCo+.25Mo,,
1578,0.076,0.28,1.53,0.008,0.006,0.0,0.0,0.25,0.0005,0.0,,,444.0,5.0,84.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-24.0,100.0,,,EvansLetterCo+.25Moch1,,
1579,0.076,0.28,1.53,0.008,0.006,0.0,0.0,0.25,0.0005,0.0,,,444.0,5.0,84.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-61.0,28.0,,,EvansLetterCo+.25Moch2,,
1580,0.076,0.25,1.45,0.008,0.006,0.0,0.0,0.5,0.0005,0.0,,,457.0,5.0,78.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,523.0,610.0,19.4,75.0,,,,,EvansLetterCo+.5Mo,,
1581,0.076,0.25,1.45,0.008,0.006,0.0,0.0,0.5,0.0005,0.0,,,457.0,5.0,78.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-4.0,100.0,,,EvansLetterCo+.5Moch1,,
1582,0.076,0.25,1.45,0.008,0.006,0.0,0.0,0.5,0.0005,0.0,,,457.0,5.0,78.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-50.0,28.0,,,EvansLetterCo+.5Moch2,,
1583,0.076,0.24,1.41,0.008,0.006,0.0,0.0,1.11,0.0005,0.0,,,447.0,5.0,85.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,594.0,699.0,19.2,68.6,,,,,EvansLetterCo+1Mo,,
1584,0.076,0.24,1.41,0.008,0.006,0.0,0.0,1.11,0.0005,0.0,,,447.0,5.0,85.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,26.0,100.0,,,EvansLetterCo+1Moch1,,
1585,0.076,0.24,1.41,0.008,0.006,0.0,0.0,1.11,0.0005,0.0,,,447.0,5.0,85.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-50.0,28.0,,,EvansLetterCo+1Moch2,,
1586,0.08,0.28,1.48,0.007,0.006,0.0,1.07,0.0,0.0005,0.0,,,436.0,5.0,94.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,570.0,658.0,18.0,68.6,,,,,EvansLetterCo+1Cr,,
1587,0.08,0.28,1.48,0.007,0.006,0.0,1.07,0.0,0.0005,0.0,,,436.0,5.0,94.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-20.0,100.0,,,EvansLetterCo+1Crch1,,
1588,0.08,0.28,1.48,0.007,0.006,0.0,1.07,0.0,0.0005,0.0,,,436.0,5.0,94.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-70.0,28.0,,,EvansLetterCo+1Crch2,,
1589,0.075,0.28,1.48,0.007,0.005,0.0,1.55,0.0,0.0005,0.0,,,466.0,5.0,86.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,591.0,687.0,17.8,69.7,,,,,EvansLetterCo+1.5Cr,,
1590,0.075,0.28,1.48,0.007,0.005,0.0,1.55,0.0,0.0005,0.0,,,466.0,5.0,86.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,6.0,100.0,,,EvansLetterCo+1.5Crch1,,
1591,0.075,0.28,1.48,0.007,0.005,0.0,1.55,0.0,0.0005,0.0,,,466.0,5.0,86.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-55.0,28.0,,,EvansLetterCo+1.5Crch2,,
1592,0.076,0.28,1.44,0.007,0.007,0.0,1.96,0.0,0.0005,0.0,,,476.0,5.0,84.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,637.0,730.0,18.5,68.6,,,,,EvansLetterCo+2Cr,,
1593,0.076,0.28,1.44,0.007,0.007,0.0,1.96,0.0,0.0005,0.0,,,476.0,5.0,84.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,24.0,100.0,,,EvansLetterCo+2Crch1,,
1594,0.076,0.28,1.44,0.007,0.007,0.0,1.96,0.0,0.0005,0.0,,,476.0,5.0,84.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-50.0,28.0,,,EvansLetterCo+2Crch2,,
1595,0.08,0.24,1.47,0.007,0.007,0.0,0.0,0.0,0.0005,0.55,,,455.0,5.0,96.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,453.0,535.0,26.6,78.9,,,,,EvansLetterCo+0.5Cu,,
1596,0.08,0.24,1.47,0.007,0.007,0.0,0.0,0.0,0.0005,0.55,,,455.0,5.0,96.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-10.0,100.0,,,EvansLetterCo+0.5Cuch1,,
1597,0.08,0.24,1.47,0.007,0.007,0.0,0.0,0.0,0.0005,0.55,,,455.0,5.0,96.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-36.0,28.0,,,EvansLetterCo+0.5Cuch2,,
1598,0.075,0.24,1.41,0.006,0.008,0.0,0.0,0.0,0.0005,1.06,,,484.0,5.0,89.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,492.0,566.0,25.0,75.0,,,,,EvansLetterCo+1Cu,,
1599,0.075,0.24,1.41,0.006,0.008,0.0,0.0,0.0,0.0005,1.06,,,484.0,5.0,89.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-4.0,100.0,,,EvansLetterCo+1Chch1,,
1600,0.075,0.24,1.41,0.006,0.008,0.0,0.0,0.0,0.0005,1.06,,,484.0,5.0,89.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-48.0,28.0,,,EvansLetterCo+1Cuch2,,
1601,0.074,0.22,1.36,0.008,0.01,0.0,0.0,0.0,0.0005,1.63,,,484.0,5.0,110.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,559.0,638.0,23.2,70.8,,,,,EvansLetterCo+1.5Cu,,
1602,0.074,0.22,1.36,0.008,0.01,0.0,0.0,0.0,0.0005,1.63,,,484.0,5.0,110.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,23.0,100.0,,,EvansLetterCo+1.5Cuch1,,
1603,0.074,0.22,1.36,0.008,0.01,0.0,0.0,0.0,0.0005,1.63,,,484.0,5.0,110.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-30.0,28.0,,,EvansLetterCo+1.5Cuch2,,
1604,0.074,0.28,1.46,0.008,0.008,0.0,0.0,0.0,0.0005,0.0,,,443.0,35.0,79.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,460.0,533.0,27.6,78.9,,,,,EvansLetterC+,,
1605,0.074,0.28,1.46,0.008,0.008,0.0,0.0,0.0,0.0005,0.0,,,443.0,35.0,79.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-68.0,100.0,,,EvansLetterC+ch1,,
1606,0.074,0.28,1.46,0.008,0.008,0.0,0.0,0.0,0.0005,0.0,,,443.0,35.0,79.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-88.0,28.0,,,EvansLetterC+ch2,,
1607,0.076,0.25,1.48,0.008,0.006,0.95,0.0,0.0,0.0005,0.0,,,417.0,33.0,81.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,498.0,551.0,27.2,78.9,,,,,EvansLetterC+1Ni,,
1608,0.076,0.25,1.48,0.008,0.006,0.95,0.0,0.0,0.0005,0.0,,,417.0,33.0,81.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-62.0,100.0,,,EvansLetterC+1Nich1,,
1609,0.076,0.25,1.48,0.008,0.006,0.95,0.0,0.0,0.0005,0.0,,,417.0,33.0,81.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-94.0,28.0,,,EvansLetterC+1Nich2,,
1610,0.068,0.27,1.46,0.008,0.007,2.24,0.0,0.0,0.0005,0.0,,,436.0,34.0,78.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,555.0,622.0,25.6,78.0,,,,,EvansLetterC+2Ni,,
1611,0.068,0.27,1.46,0.008,0.007,2.24,0.0,0.0,0.0005,0.0,,,436.0,34.0,78.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-58.0,100.0,,,EvansLetterC+2Nich1,,
1612,0.068,0.27,1.46,0.008,0.007,2.24,0.0,0.0,0.0005,0.0,,,436.0,34.0,78.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-102.0,28.0,,,EvansLetterC+2Nich2,,
1613,0.075,0.26,1.46,0.008,0.006,3.15,0.0,0.0,0.0005,0.0,,,418.0,32.0,72.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,604.0,680.0,20.0,71.9,,,,,EvansLetterC+3Ni,,
1614,0.075,0.26,1.46,0.008,0.006,3.15,0.0,0.0,0.0005,0.0,,,418.0,32.0,72.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-49.0,100.0,,,EvansLetterC+3Nich1,,
1615,0.075,0.26,1.46,0.008,0.006,3.15,0.0,0.0,0.0005,0.0,,,418.0,32.0,72.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-95.0,28.0,,,EvansLetterC+3Nich2,,
1616,0.076,0.26,1.49,0.008,0.008,0.0,0.0,0.25,5.0,0.0,,,412.0,34.0,89.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,560.0,600.0,25.0,77.0,,,,,EvansLetterC+.25Mo,,
1617,0.076,0.26,1.49,0.008,0.008,0.0,0.0,0.25,5.0,0.0,,,412.0,34.0,89.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-69.0,100.0,,,EvansLetterC+.25Moch1,,
1618,0.076,0.26,1.49,0.008,0.008,0.0,0.0,0.25,5.0,0.0,,,412.0,34.0,89.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-86.0,28.0,,,EvansLetterC+.25Moch2,,
