Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Heat input / kJ mm^{-1},Interpass temperature / °C,Type of weld,Post weld heat treatment temperature / °C,Post weld heat treatment time / hours,Yield strength / MPa,Ultimate tensile strength / MPa,Elongation / %,Reduction of Area / %,Charpy temperature / °C,Charpy impact toughness / J,Hardness / kg mm^{-2},50% FATT,Weld ID,Nitrogen residual concentration,Hardness scale,Electrode Positive,Electrode Negative,Group
0.045,0.33,1.85,0.007,0.016,,0.0,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,514.0,588.0,28.0,76.8,,,,,Evans-Cr/CMn-1989-0D-aw,,,1,0,Evans
0.045,0.33,1.85,0.007,0.016,,0.0,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,479.0,576.0,27.4,76.9,-38.0,100.0,,,Evans-Cr/CMn-1989-0D-ht,,,1,0,Evans
0.045,0.33,1.85,0.007,0.016,,0.0,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-45.0,100.0,,,Evans-Cr/CMn-1989-0D-ch,,,1,0,Evans
0.038,0.3,0.65,0.007,0.014,,0.22,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,422.0,496.0,30.4,78.8,,,,,Evans-Cr/CMn-1989-0.25A-aw,,,1,0,Evans
0.038,0.3,0.65,0.007,0.014,,0.22,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,410.0,496.0,31.0,79.7,,,,,Evans-Cr/CMn-1989-0.25A-ht,,,1,0,Evans
0.041,0.32,1.01,0.008,0.013,,0.24,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,463.0,532.0,30.0,77.8,,,,,Evans-Cr/CMn-1989-0.25B-aw,,,1,0,Evans
0.041,0.32,1.01,0.008,0.013,,0.24,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,426.0,519.0,29.8,78.8,,,,,Evans-Cr/CMn-1989-0.25B-ht,,,1,0,Evans
0.041,0.32,1.01,0.008,0.013,,0.24,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-Cr/CMn-1989-0.25B-awmic,,,1,0,Evans
0.044,0.32,1.45,0.007,0.013,,0.24,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,500.0,575.0,28.0,78.8,,,,,Evans-Cr/CMn-1989-0.25C-aw,,,1,0,Evans
0.044,0.32,1.45,0.007,0.013,,0.24,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,468.0,559.0,28.0,76.9,,,,,Evans-Cr/CMn-1989-0.25C-ht,,,1,0,Evans
0.048,0.33,1.85,0.007,0.013,,0.26,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,567.0,622.0,26.0,75.0,,,,,Evans-Cr/CMn-1989-0.25D-aw,,,1,0,Evans
0.048,0.33,1.85,0.007,0.013,,0.26,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,535.0,620.0,27.0,74.0,,,,,Evans-Cr/CMn-1989-0.25D-ht,,,1,0,Evans
0.048,0.33,1.85,0.007,0.013,,0.26,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-Cr/CMn-1989-0.25D-ht,,,1,0,Evans
0.04,0.33,0.6,0.006,0.01,,0.51,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,446.0,510.0,32.2,78.8,,,,,Evans-Cr/CMn-1989-0.5A-aw,,,1,0,Evans
0.04,0.33,0.6,0.006,0.01,,0.51,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,417.0,496.0,29.0,78.8,-17.0,100.0,,,Evans-Cr/CMn-1989-0.5A-ht,,,1,0,Evans
0.04,0.33,0.6,0.006,0.01,,0.51,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-17.0,100.0,,,Evans-Cr/CMn-1989-0.5A-ch,,,1,0,Evans
0.043,0.31,0.95,0.007,0.01,,0.53,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,494.0,545.0,29.6,77.0,,,,,Evans-Cr/CMn-1989-0.5B-aw,,,1,0,Evans
0.043,0.31,0.95,0.007,0.01,,0.53,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,460.0,536.0,28.8,77.0,-35.0,100.0,,,Evans-Cr/CMn-1989-0.5B-ht,,,1,0,Evans
0.043,0.31,0.95,0.007,0.01,,0.53,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-45.0,100.0,,,Evans-Cr/CMn-1989-0.5B-ch,,,1,0,Evans
0.047,0.33,1.42,0.006,0.01,,0.53,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,543.0,603.0,28.2,77.0,,,,,Evans-Cr/CMn-1989-0.5C-aw,,,1,0,Evans
0.047,0.33,1.42,0.006,0.01,,0.53,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,514.0,600.0,25.8,76.0,-35.0,100.0,,,Evans-Cr/CMn-1989-0.5C-ht,,,1,0,Evans
0.047,0.33,1.42,0.006,0.01,,0.53,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-44.0,100.0,,,Evans-Cr/CMn-1989-0.5C-ch,,,1,0,Evans
0.051,0.33,1.83,0.006,0.013,,0.52,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,617.0,674.0,23.0,70.2,,,,,Evans-Cr/CMn-1989-0.5D-aw,,,1,0,Evans
0.051,0.33,1.83,0.006,0.013,,0.52,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,570.0,650.0,24.0,68.7,-2.0,100.0,,,Evans-Cr/CMn-1989-0.5D-ht,,,1,0,Evans
0.051,0.33,1.83,0.006,0.013,,0.52,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-35.0,100.0,,,Evans-Cr/CMn-1989-0.5D-ch,,,1,0,Evans
0.041,0.3,0.59,0.009,0.011,,1.0,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,472.0,531.0,25.8,77.8,,,,,Evans-Cr/CMn-1989-1.0A-aw,,,1,0,Evans
0.041,0.3,0.59,0.009,0.011,,1.0,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,427.0,514.0,29.2,77.9,-12.0,100.0,,,Evans-Cr/CMn-1989-1.0A-ht,,,1,0,Evans
0.041,0.3,0.59,0.009,0.011,,1.0,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-10.0,100.0,,,Evans-Cr/CMn-1989-1.0A-ch,,,1,0,Evans
0.045,0.32,0.97,0.007,0.012,,1.04,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,531.0,592.0,24.6,76.0,,,,,Evans-Cr/CMn-1989-1.0B-aw,,,1,0,Evans
0.045,0.32,0.97,0.007,0.012,,1.04,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,471.0,568.0,26.2,77.0,-31.0,100.0,,,Evans-Cr/CMn-1989-1.0B-ht,,,1,0,Evans
0.045,0.32,0.97,0.007,0.012,,1.04,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-42.0,100.0,,,Evans-Cr/CMn-1989-1.0B-ch,,,1,0,Evans
0.048,0.33,1.37,0.008,0.013,,1.08,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,626.0,676.0,24.4,70.9,,,,,Evans-Cr/CMn-1989-1.0C-aw,,,1,0,Evans
0.048,0.33,1.37,0.008,0.013,,1.08,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,548.0,630.0,26.0,72.0,-17.0,100.0,,,Evans-Cr/CMn-1989-1.0C-ht,,,1,0,Evans
0.048,0.33,1.37,0.008,0.013,,1.08,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-40.0,100.0,,,Evans-Cr/CMn-1989-1.0C-ch,,,1,0,Evans
0.052,0.33,1.81,0.007,0.013,,1.1,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,692.0,723.0,21.6,70.9,,,,,Evans-Cr/CMn-1989-1.0D-aw,,,1,0,Evans
0.052,0.33,1.81,0.007,0.013,,1.1,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,592.0,671.0,22.8,72.0,28.0,100.0,,,Evans-Cr/CMn-1989-1.0D-ht,,,1,0,Evans
0.052,0.33,1.81,0.007,0.013,,1.1,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-28.0,100.0,,,Evans-Cr/CMn-1989-1.0D-ch,,,1,0,Evans
0.041,0.27,0.59,0.009,0.011,,2.34,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,587.0,652.0,21.4,72.0,,,,,Evans-Cr/CMn-1989-2.3A-aw,,,1,0,Evans
0.041,0.27,0.59,0.009,0.011,,2.34,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,534.0,619.0,22.0,75.0,0.0,100.0,,,Evans-Cr/CMn-1989-2.3A-ht,,,1,0,Evans
0.041,0.27,0.59,0.009,0.011,,2.34,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,9.0,100.0,,,Evans-Cr/CMn-1989-2.3A-ch,,,1,0,Evans
0.046,0.3,0.93,0.008,0.012,,2.38,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,655.0,722.0,19.6,67.5,,,,,Evans-Cr/CMn-1989-2.3B-aw,,,1,0,Evans
0.046,0.3,0.93,0.008,0.012,,2.38,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,605.0,683.0,19.8,71.9,-3.0,100.0,,,Evans-Cr/CMn-1989-2.3B-ht,,,1,0,Evans
0.046,0.3,0.93,0.008,0.012,,2.38,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,16.0,100.0,,,Evans-Cr/CMn-1989-2.3B-ch,,,1,0,Evans
0.05,0.31,1.29,0.008,0.011,,2.32,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,738.0,789.0,20.0,67.0,,,,,Evans-Cr/CMn-1989-2.3C-aw,,,1,0,Evans
0.05,0.31,1.29,0.008,0.011,,2.32,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,662.0,731.0,18.6,68.7,28.0,100.0,,,Evans-Cr/CMn-1989-2.3C-ht,,,1,0,Evans
0.05,0.31,1.29,0.008,0.011,,2.32,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,9.0,100.0,,,Evans-Cr/CMn-1989-2.3C-ch,,,1,0,Evans
0.054,0.33,1.72,0.007,0.014,,2.36,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,808.0,865.0,18.2,65.2,,,,,Evans-Cr/CMn-1989-2.3D-aw,,,1,0,Evans
0.054,0.33,1.72,0.007,0.014,,2.36,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,697.0,757.0,19.6,69.7,,,,,Evans-Cr/CMn-1989-2.3D-ht,,,1,0,Evans
0.054,0.33,1.72,0.007,0.014,,2.36,,,,,,,,,,,,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,24.0,100.0,,,Evans-Cr/CMn-1989-2.3D-ch,,,1,0,Evans
0.069,0.3,1.36,0.007,0.009,,,,0.0005,,,,432.0,37.0,67.0,5.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,468.0,529.0,32.6,80.7,,,,,Evans-Al/CMn-1990-5aw,,,1,0,Evans
0.069,0.3,1.36,0.007,0.009,,,,0.0005,,,,432.0,37.0,67.0,5.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-99.0,28.0,,,Evans-Al/CMn-1990-5awch1,,,1,0,Evans
0.069,0.3,1.36,0.007,0.009,,,,0.0005,,,,432.0,37.0,67.0,5.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-72.0,100.0,,,Evans-Al/CMn-1990-5awch2,,,1,0,Evans
0.069,0.3,1.36,0.007,0.009,,,,0.0005,,,,432.0,37.0,67.0,5.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-Al/CMn-1990-5aw,,,1,0,Evans
0.069,0.3,1.36,0.007,0.009,,,,0.0005,,,,432.0,37.0,67.0,5.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,393.0,500.0,31.8,77.0,,,,,Evans-Al/CMn-1990-5ht,,,1,0,Evans
0.069,0.3,1.36,0.007,0.009,,,,0.0005,,,,432.0,37.0,67.0,5.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,,,,,-100.0,28.0,,,Evans-Al/CMn-1990-5htch1,,,1,0,Evans
0.069,0.3,1.36,0.007,0.009,,,,0.0005,,,,432.0,37.0,67.0,5.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,,,,,-78.0,100.0,,,Evans-Al/CMn-1990-5htch2,,,1,0,Evans
0.073,0.33,1.39,0.007,0.008,,,,0.0005,,,,427.0,39.0,66.0,20.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,475.0,536.0,33.4,80.7,,,,,Evans-Al/CMn-1990-20aw,,,1,0,Evans
0.073,0.33,1.39,0.007,0.008,,,,0.0005,,,,427.0,39.0,66.0,20.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-95.0,28.0,,,Evans-Al/CMn-1990-20awch1,,,1,0,Evans
0.073,0.33,1.39,0.007,0.008,,,,0.0005,,,,427.0,39.0,66.0,20.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-70.0,100.0,,,Evans-Al/CMn-1990-20awch2,,,1,0,Evans
0.073,0.33,1.39,0.007,0.008,,,,0.0005,,,,427.0,39.0,66.0,20.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,387.0,493.0,32.5,80.7,,,,,Evans-Al/CMn-1990-20ht,,,1,0,Evans
0.073,0.33,1.39,0.007,0.008,,,,0.0005,,,,427.0,39.0,66.0,20.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,,,,,-78.0,100.0,,,Evans-Al/CMn-1990-20htch2,,,1,0,Evans
0.078,0.32,1.39,0.007,0.009,,,,0.0005,,,,436.0,42.0,66.0,44.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,478.0,541.0,30.4,78.9,,,,,Evans-Al/CMn-1990-44aw,,,1,0,Evans
0.078,0.32,1.39,0.007,0.009,,,,0.0005,,,,436.0,42.0,66.0,44.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-88.0,28.0,,,Evans-Al/CMn-1990-44awch1,,,1,0,Evans
0.078,0.32,1.39,0.007,0.009,,,,0.0005,,,,436.0,42.0,66.0,44.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-60.0,100.0,,,Evans-Al/CMn-1990-44awch2,,,1,0,Evans
0.078,0.32,1.39,0.007,0.009,,,,0.0005,,,,436.0,42.0,66.0,44.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,398.0,499.0,32.8,80.7,,,,,Evans-Al/CMn-1990-44ht,,,1,0,Evans
0.078,0.32,1.39,0.007,0.009,,,,0.0005,,,,436.0,42.0,66.0,44.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,,,,,-94.0,28.0,,,Evans-Al/CMn-1990-44htch1,,,1,0,Evans
0.078,0.32,1.39,0.007,0.009,,,,0.0005,,,,436.0,42.0,66.0,44.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,,,,,-75.0,100.0,,,Evans-Al/CMn-1990-44htch2,,,1,0,Evans
0.08,0.33,1.41,0.006,0.009,,,,0.0005,,,,432.0,43.0,61.0,78.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,478.0,540.0,31.2,80.7,,,,,Evans-Al/CMn-1990-78aw,,,1,0,Evans
0.08,0.33,1.41,0.006,0.009,,,,0.0005,,,,432.0,43.0,61.0,78.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-77.0,28.0,,,Evans-Al/CMn-1990-78awch1,,,1,0,Evans
0.08,0.33,1.41,0.006,0.009,,,,0.0005,,,,432.0,43.0,61.0,78.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-55.0,100.0,,,Evans-Al/CMn-1990-78awch2,,,1,0,Evans
0.08,0.33,1.41,0.006,0.009,,,,0.0005,,,,432.0,43.0,61.0,78.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-Al/CMn-1990-78aw,,,1,0,Evans
0.08,0.33,1.41,0.006,0.009,,,,0.0005,,,,432.0,43.0,61.0,78.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,391.0,504.0,31.8,78.9,,,,,Evans-Al/CMn-1990-78ht,,,1,0,Evans
0.08,0.33,1.41,0.006,0.009,,,,0.0005,,,,432.0,43.0,61.0,78.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,,,,,-89.0,28.0,,,Evans-Al/CMn-1990-78htch1,,,1,0,Evans
0.08,0.33,1.41,0.006,0.009,,,,0.0005,,,,432.0,43.0,61.0,78.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,,,,,-68.0,100.0,,,Evans-Al/CMn-1990-78htch2,,,1,0,Evans
0.08,0.37,1.42,0.006,0.009,,,,0.0005,,,,439.0,43.0,54.0,120.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,480.0,543.0,29.0,78.9,,,,,Evans-Al/CMn-1990-120aw,,,1,0,Evans
0.08,0.37,1.42,0.006,0.009,,,,0.0005,,,,439.0,43.0,54.0,120.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-86.0,28.0,,,Evans-Al/CMn-1990-120awch1,,,1,0,Evans
0.08,0.37,1.42,0.006,0.009,,,,0.0005,,,,439.0,43.0,54.0,120.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-28.0,100.0,,,Evans-Al/CMn-1990-120awch2,,,1,0,Evans
0.08,0.37,1.42,0.006,0.009,,,,0.0005,,,,439.0,43.0,54.0,120.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,397.0,518.0,31.0,79.8,,,,,Evans-Al/CMn-1990-120ht,,,1,0,Evans
0.08,0.37,1.42,0.006,0.009,,,,0.0005,,,,439.0,43.0,54.0,120.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,,,,,-91.0,28.0,,,Evans-Al/CMn-1990-120htch1,,,1,0,Evans
0.08,0.37,1.42,0.006,0.009,,,,0.0005,,,,439.0,43.0,54.0,120.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,,,,,-69.0,100.0,,,Evans-Al/CMn-1990-120htch2,,,1,0,Evans
0.076,0.37,1.36,0.005,0.009,,,,0.0005,,,,422.0,36.0,54.0,190.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,485.0,549.0,31.4,79.8,,,,,Evans-Al/CMn-1990-190aw,,,1,0,Evans
0.076,0.37,1.36,0.005,0.009,,,,0.0005,,,,422.0,36.0,54.0,190.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-86.0,28.0,,,Evans-Al/CMn-1990-190awch1,,,1,0,Evans
0.076,0.37,1.36,0.005,0.009,,,,0.0005,,,,422.0,36.0,54.0,190.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-58.0,100.0,,,Evans-Al/CMn-1990-190awch2,,,1,0,Evans
0.076,0.37,1.36,0.005,0.009,,,,0.0005,,,,422.0,36.0,54.0,190.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-Al/CMn-1990-190aw,,,1,0,Evans
0.076,0.37,1.36,0.005,0.009,,,,0.0005,,,,422.0,36.0,54.0,190.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,403.0,519.0,29.1,78.9,,,,,Evans-Al/CMn-1990-190ht,,,1,0,Evans
0.076,0.37,1.36,0.005,0.009,,,,0.0005,,,,422.0,36.0,54.0,190.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,,,,,-92.0,28.0,,,Evans-Al/CMn-1990-190htch1,,,1,0,Evans
0.076,0.37,1.36,0.005,0.009,,,,0.0005,,,,422.0,36.0,54.0,190.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,,,,,-74.0,100.0,,,Evans-Al/CMn-1990-190htch2,,,1,0,Evans
0.078,0.44,1.31,0.005,0.008,,,,0.0005,,,,431.0,36.0,52.0,340.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,491.0,564.0,28.2,78.9,,,,,Evans-Al/CMn-1990-340aw,,,1,0,Evans
0.078,0.44,1.31,0.005,0.008,,,,0.0005,,,,431.0,36.0,52.0,340.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-88.0,28.0,,,Evans-Al/CMn-1990-340awch1,,,1,0,Evans
0.078,0.44,1.31,0.005,0.008,,,,0.0005,,,,431.0,36.0,52.0,340.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-63.0,100.0,,,Evans-Al/CMn-1990-340awch2,,,1,0,Evans
0.078,0.44,1.31,0.005,0.008,,,,0.0005,,,,431.0,36.0,52.0,340.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-Al/CMn-1990-340aw,,,1,0,Evans
0.078,0.44,1.31,0.005,0.008,,,,0.0005,,,,431.0,36.0,52.0,340.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,409.0,528.0,31.0,78.9,,,,,Evans-Al/CMn-1990-340ht,,,1,0,Evans
0.078,0.44,1.31,0.005,0.008,,,,0.0005,,,,431.0,36.0,52.0,340.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,,,,,-90.0,28.0,,,Evans-Al/CMn-1990-340htch1,,,1,0,Evans
0.078,0.44,1.31,0.005,0.008,,,,0.0005,,,,431.0,36.0,52.0,340.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,,,,,-74.0,100.0,,,Evans-Al/CMn-1990-340htch2,,,1,0,Evans
0.076,0.51,1.3,0.005,0.008,,,,0.0005,,,,423.0,43.0,50.0,490.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,485.0,560.0,25.2,78.9,,,,,Evans-Al/CMn-1990-490aw,,,1,0,Evans
0.076,0.51,1.3,0.005,0.008,,,,0.0005,,,,423.0,43.0,50.0,490.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-90.0,28.0,,,Evans-Al/CMn-1990-490awch1,,,1,0,Evans
0.076,0.51,1.3,0.005,0.008,,,,0.0005,,,,423.0,43.0,50.0,490.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-55.0,100.0,,,Evans-Al/CMn-1990-490awch2,,,1,0,Evans
0.076,0.51,1.3,0.005,0.008,,,,0.0005,,,,423.0,43.0,50.0,490.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-Al/CMn-1990-490aw,,,1,0,Evans
0.076,0.51,1.3,0.005,0.008,,,,0.0005,,,,423.0,43.0,50.0,490.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,417.0,528.0,29.0,78.9,,,,,Evans-Al/CMn-1990-490ht,,,1,0,Evans
0.076,0.51,1.3,0.005,0.008,,,,0.0005,,,,423.0,43.0,50.0,490.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,,,,,-84.0,28.0,,,Evans-Al/CMn-1990-490htch1,,,1,0,Evans
0.076,0.51,1.3,0.005,0.008,,,,0.0005,,,,423.0,43.0,50.0,490.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,580.0,2.0,,,,,-69.0,100.0,,,Evans-Al/CMn-1990-490htch2,,,1,0,Evans
0.079,0.57,1.32,0.004,0.008,,,,0.0005,,,,422.0,38.0,48.0,610.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,250.0,14.0,491.0,570.0,29.2,77.0,,,,,Evans-Al/CMn-1990-610aw,,,1,0,Evans
0.079,0.57,1.32,0.004,0.008,,,,0.0005,,,,422.0,38.0,48.0,610.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-74.0,28.0,,,Evans-Al/CMn-1990-610awch1,,,1,0,Evans
0.079,0.57,1.32,0.004,0.008,,,,0.0005,,,,422.0,38.0,48.0,610.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,-38.0,100.0,,,Evans-Al/CMn-1990-610awch2,,,1,0,Evans
0.079,0.57,1.32,0.004,0.008,,,,0.0005,,,,422.0,38.0,48.0,610.0,5.0,5.0,,,,170.0,21.0,1.0,1.0,200,MMA,0.0,0.0,,,,,,,,,Evans-Al/CMn-1990-610aw,,,1,0,Evans
